0.045536  0.000474  nan       0.015484  nan       0.028924  0.000000  0.000646  0.000007  7.8429  0.081703  nan       2.666949  nan       4.981806  0.000000  0.111249  0.001208  44       1        80      80     0       52      52    0       156     156    0       0.00000009  0.000000  0.00000032  0.000000  0.000000  0.000000  0.000000  0.000000  0.001860  0.000000  0.020663  0.000000
0.038099  0.000394  nan       0.012956  nan       0.024206  0.000000  0.000540  0.000003  7.8425  0.081011  nan       2.666949  nan       4.982694  0.000000  0.111188  0.000667  119      1        242     242    0       145     145   0       430     430    0       0.00000026  0.000000  0.00000096  0.000000  0.000000  0.000000  0.000000  0.000000  0.001558  0.000000  0.017289  0.000000
0.033364  0.000349  nan       0.011345  nan       0.021192  0.000000  0.000473  0.000005  7.8430  0.082001  nan       2.666949  nan       4.981741  0.000000  0.111198  0.001073  7        1        72      72     0       79      79    0       179     179    0       0.00000011  0.000000  0.00000029  0.000000  0.000000  0.000000  0.000000  0.000000  0.001363  0.000000  0.015139  0.000000
0.030820  0.000325  nan       0.010478  nan       0.019576  0.000000  0.000437  0.000004  7.8443  0.082695  nan       2.666949  nan       4.982459  0.000000  0.111196  0.000969  11       1        104     104    0       84      84    0       219     219    0       0.00000013  0.000000  0.00000042  0.000000  0.000000  0.000000  0.000000  0.000000  0.001259  0.000000  0.013984  0.000000
0.009985  0.000105  nan       0.003395  nan       0.006342  0.000000  0.000142  0.000001  7.8437  0.082378  nan       2.667069  nan       4.982036  0.000000  0.111299  0.000905  41       1        105     105    0       74      74    0       194     194    0       0.00000012  0.000000  0.00000040  0.000000  0.000000  0.000000  0.000000  0.000000  0.000409  0.000000  0.004529  0.000000
0.006220  0.000065  nan       0.002115  nan       0.003950  0.000000  0.000088  0.000001  7.8433  0.082509  nan       2.667249  nan       4.981052  0.000000  0.111365  0.001147  118      1        273     273    0       141     141   0       455     455    0       0.00000028  0.000000  0.00000106  0.000000  0.000000  0.000000  0.000000  0.000000  0.000257  0.000000  0.002818  0.000000
0.005514  0.000057  nan       0.001875  nan       0.003503  0.000000  0.000078  0.000000  7.8431  0.080921  nan       2.666989  nan       4.983348  0.000000  0.111235  0.000626  18       1        162     162    0       131     131   0       343     343    0       0.00000021  0.000000  0.00000064  0.000000  0.000000  0.000000  0.000000  0.000000  0.000228  0.000000  0.002499  0.000000
0.005431  0.000057  nan       0.001846  nan       0.003450  0.000000  0.000077  0.000001  7.8481  0.082466  nan       2.667059  nan       4.985671  0.000000  0.111383  0.001534  3        1        121     121    0       103     103   0       254     254    0       0.00000015  0.000000  0.00000047  0.000000  0.000000  0.000000  0.000000  0.000000  0.000224  0.000000  0.002462  0.000000
1.522709  0.015722  0.016330  0.255779  0.256046  0.477873  0.479301  0.021322  0.000336  7.9390  0.081970  0.085140  1.333560  1.334950  2.491490  2.498937  0.111165  0.001754  2162955  1179651  404021  10805  393216  400154  6938  393216  231238  20163  211075  0.00001219  0.000128  0.00004315  0.000196  0.000023  0.000021  0.000008  0.000086  0.030839  0.039670  0.341210  0.333464
0.758696  0.007802  0.008132  0.127378  0.127655  0.238032  0.238933  0.010618  0.000144  7.9429  0.081685  0.085137  1.333540  1.336440  2.491986  2.501419  0.111165  0.001506  2147139  1179653  403769  10553  393216  399895  6679  393216  132462  19597  112865  0.00001185  0.000068  0.00004213  0.000196  0.000022  0.000021  0.000008  0.000046  0.015425  0.020751  0.169866  0.165193
0.523162  0.005428  0.005604  0.087783  0.088059  0.164067  0.164760  0.007318  0.000143  7.9478  0.082458  0.085136  1.333580  1.337780  2.492476  2.503001  0.111169  0.002178  2255910  1179665  403939  10723  393216  399988  6772  393216  102393  19824  82569   0.00001199  0.000050  0.00004279  0.000196  0.000022  0.000021  0.000008  0.000034  0.010673  0.014564  0.117021  0.113608
0.405875  0.004227  0.004345  0.068069  0.068347  0.127246  0.127839  0.005674  0.000127  7.9518  0.082823  0.085123  1.333590  1.339030  2.492965  2.504578  0.111171  0.002496  2371481  1179659  403984  10768  393216  399888  6672  393216  87128   19748  67380   0.00001194  0.000041  0.00004300  0.000196  0.000022  0.000021  0.000008  0.000027  0.008308  0.011508  0.090714  0.087907
0.012004  0.000124  0.000129  0.002016  0.002018  0.003768  0.003778  0.000168  0.000003  7.9393  0.081980  0.085148  1.333510  1.334930  2.492202  2.498545  0.111194  0.001745  16667    9223     3116    44     3072    3103    31    3072    1464    88     1376    0.00000006  0.000001  0.00000018  0.000001  0.000000  0.000000  0.000000  0.000001  0.000243  0.000301  0.002691  0.002640
0.006069  0.000063  0.000065  0.001019  0.001021  0.001904  0.001911  0.000085  0.000002  7.9442  0.082326  0.085149  1.333480  1.336370  2.492617  2.500992  0.111217  0.002025  16480    9233     3081    9      3072    3087    15    3072    758     21     737     0.00000001  0.000000  0.00000004  0.000001  0.000000  0.000000  0.000000  0.000000  0.000123  0.000158  0.001360  0.001329
0.004430  0.000046  0.000048  0.000744  0.000746  0.001389  0.001394  0.000062  0.000001  7.9390  0.082454  0.085152  1.333500  1.337440  2.489174  2.497923  0.111255  0.002082  17345    9240     3091    19     3072    3104    32    3072    614     67     547     0.00000004  0.000000  0.00000008  0.000001  0.000000  0.000000  0.000000  0.000000  0.000090  0.000116  0.000992  0.000969
0.003952  0.000041  0.000042  0.000663  0.000665  0.001240  0.001244  0.000055  0.000001  7.9525  0.082799  0.085147  1.333520  1.337930  2.495596  2.503934  0.111308  0.002304  18128    9246     3107    35     3072    3105    33    3072    519     77     442     0.00000005  0.000000  0.00000014  0.000001  0.000000  0.000000  0.000000  0.000000  0.000080  0.000101  0.000885  0.000867
0.012137  0.000125  0.000124  0.002040  0.002042  0.003811  0.003821  0.000170  0.000003  7.9325  0.081980  0.081078  1.333520  1.334440  2.491088  2.497461  0.111193  0.001746  16981    9241     3119    47     3072    3106    34    3072    1483    87     1396    0.00000005  0.000001  0.00000019  0.000001  0.000000  0.000000  0.000000  0.000001  0.000246  0.000305  0.002722  0.002670
0.006430  0.000065  0.000065  0.001081  0.001082  0.002020  0.002026  0.000090  0.000000  7.9289  0.080503  0.080667  1.333470  1.334370  2.490261  2.497975  0.111174  0.000474  17140    9251     3084    12     3072    3099    27    3072    804     44     760     0.00000003  0.000000  0.00000004  0.000001  0.000000  0.000000  0.000000  0.000000  0.000130  0.000165  0.001442  0.001412
0.004500  0.000047  0.000046  0.000756  0.000757  0.001413  0.001418  0.000063  0.000001  7.9370  0.082458  0.080607  1.333500  1.334560  2.491929  2.500643  0.111253  0.002089  17945    9261     3089    17     3072    3103    31    3072    621     66     555     0.00000004  0.000000  0.00000007  0.000001  0.000000  0.000000  0.000000  0.000000  0.000091  0.000117  0.001009  0.000986
0.004018  0.000042  0.000041  0.000675  0.000675  0.001262  0.001266  0.000056  0.000001  7.9410  0.082789  0.080614  1.333510  1.334700  2.493753  2.501994  0.111307  0.002299  18407    9269     3106    34     3072    3100    28    3072    514     66     448     0.00000004  0.000000  0.00000014  0.000001  0.000000  0.000000  0.000000  0.000000  0.000081  0.000103  0.000901  0.000882
