Power Total_NG Seconds McPAT_NG Cacti_a/rw/p Gem5_a/rw/p Refr Background Reads Writes Acts/Pres
9.6211	1.5789	0.1641	0.2252	-0.00049795	0.000453	0.0895	1.2637	62957	29469	102101	
9.6238	0.8139	0.0846	0.1160	-0.00050673	0.000461	0.0461	0.6513	64166	29909	103889	
9.6263	0.7253	0.0753	0.1034	-0.00050111	0.000456	0.0411	0.5803	63358	29681	102758	
9.6270	0.7012	0.0728	0.1000	-0.00050256	0.000457	0.0397	0.5610	63341	29988	103233	
