8.258591	0.085509	nan	2.808291	nan	5.246436	0.000000	0.117075	0.001281	7.8431	0.081208	nan	2.667019	nan	4.982512	0.000000	0.111186	0.001217	38297	1	63227	63227	0	50977	50977	0	132083	132083	0	0.00007989	0.000000	0.00025247	0.000000	0.000169	0.000000	0.000054	0.000000	0.338030	0.000000	3.746887	0.000000	
7.265104	0.075502	nan	2.470325	nan	4.615116	0.000000	0.102984	0.001175	7.8435	0.081513	nan	2.666989	nan	4.982528	0.000000	0.111182	0.001268	37987	1	57193	57193	0	45748	45748	0	119060	119060	0	0.00007200	0.000000	0.00022838	0.000000	0.000152	0.000000	0.000049	0.000000	0.297374	0.000000	3.295984	0.000000	
6.302423	0.065744	nan	2.142888	nan	4.003483	0.000000	0.089331	0.000978	7.8438	0.081823	nan	2.666989	nan	4.982642	0.000000	0.111179	0.001217	46629	1	57587	57587	0	46442	46442	0	120318	120318	0	0.00007277	0.000000	0.00022989	0.000000	0.000154	0.000000	0.000049	0.000000	0.258087	0.000000	2.858997	0.000000	
6.080358	0.063783	nan	2.067247	nan	3.862228	0.000000	0.086174	0.000923	7.8443	0.082287	nan	2.666979	nan	4.982704	0.000000	0.111174	0.001191	46439	1	60155	60155	0	48652	48652	0	126030	126030	0	0.00007622	0.000000	0.00024020	0.000000	0.000161	0.000000	0.000051	0.000000	0.249058	0.000000	2.758016	0.000000	
5.512706	0.057183	nan	1.874538	nan	3.502187	0.000000	0.078157	0.000643	7.8433	0.081358	nan	2.667049	nan	4.982830	0.000000	0.111200	0.000914	38331	1	63253	63253	0	51171	51171	0	132255	132255	0	0.00007999	0.000000	0.00025259	0.000000	0.000170	0.000000	0.000054	0.000000	0.225953	0.000000	2.500742	0.000000	
4.728418	0.049188	nan	1.607785	nan	3.003861	0.000000	0.067033	0.000554	7.8435	0.081593	nan	2.667009	nan	4.982833	0.000000	0.111194	0.000919	39372	1	55032	55032	0	42726	42726	0	112766	112766	0	0.00006820	0.000000	0.00021965	0.000000	0.000142	0.000000	0.000046	0.000000	0.193806	0.000000	2.144909	0.000000	
4.183624	0.043724	nan	1.422415	nan	2.657611	0.000000	0.059300	0.000574	7.8442	0.081982	nan	2.667009	nan	4.982986	0.000000	0.111188	0.001077	49224	1	55649	55649	0	44929	44929	0	116371	116371	0	0.00007038	0.000000	0.00022208	0.000000	0.000149	0.000000	0.000047	0.000000	0.171585	0.000000	1.897500	0.000000	
4.133615	0.043558	nan	1.405266	nan	2.625697	0.000000	0.058583	0.000512	7.8451	0.082669	nan	2.667019	nan	4.983246	0.000000	0.111184	0.000972	56802	1	66954	66954	0	55041	55041	0	141403	141403	0	0.00008552	0.000000	0.00026725	0.000000	0.000183	0.000000	0.000058	0.000000	0.169723	0.000000	1.874436	0.000000	
1.288247	0.013494	nan	0.437920	nan	0.818413	0.000000	0.018259	0.000161	7.8470	0.082195	nan	2.667479	nan	4.985158	0.000000	0.111218	0.000983	38167	1	63075	63075	0	29502	29502	0	103171	103171	0	0.00006240	0.000000	0.00025188	0.000000	0.000098	0.000000	0.000042	0.000000	0.053236	0.000000	0.583715	0.000000	
0.665191	0.006882	nan	0.226053	nan	0.422777	0.000000	0.009424	0.000055	7.8486	0.081196	nan	2.667199	nan	4.988340	0.000000	0.111195	0.000652	39464	1	64519	64519	0	30004	30004	0	105384	105384	0	0.00006374	0.000000	0.00025759	0.000000	0.000100	0.000000	0.000043	0.000000	0.027833	0.000000	0.301035	0.000000	
0.593374	0.006225	nan	0.201592	nan	0.377050	0.000000	0.008409	0.000099	7.8515	0.082369	nan	2.667449	nan	4.989084	0.000000	0.111261	0.001305	38512	1	63549	63549	0	30007	30007	0	104371	104371	0	0.00006312	0.000000	0.00025369	0.000000	0.000100	0.000000	0.000043	0.000000	0.024891	0.000000	0.268374	0.000000	
0.570864	0.005996	nan	0.193925	nan	0.362738	0.000000	0.008090	0.000114	7.8521	0.082475	nan	2.667399	nan	4.989382	0.000000	0.111276	0.001572	38516	1	63620	63620	0	30116	30116	0	104607	104607	0	0.00006327	0.000000	0.00025401	0.000000	0.000100	0.000000	0.000043	0.000000	0.023973	0.000000	0.258147	0.000000	
1.541800	0.015925	0.015882	0.259085	0.259423	0.484048	0.485499	0.021597	0.000341	7.9359	0.081970	0.081747	1.333550	1.335290	2.491473	2.498937	0.111165	0.001755	2207382	1179657	404004	10788	393216	400144	6928	393216	233863	20106	213757	0.00001216	0.000129	0.00004308	0.000196	0.000023	0.000021	0.000008	0.000087	0.031237	0.040221	0.345621	0.337740	
0.775214	0.007984	0.007881	0.130260	0.130353	0.243413	0.244312	0.010859	0.000152	7.9363	0.081737	0.080678	1.333540	1.334490	2.491946	2.501149	0.111165	0.001552	2226237	1179670	403746	10530	393216	399856	6640	393216	134518	19489	115029	0.00001179	0.000070	0.00004204	0.000196	0.000022	0.000021	0.000008	0.000047	0.015769	0.021058	0.173712	0.169072	
0.530893	0.005513	0.005393	0.089164	0.089252	0.166647	0.167346	0.007433	0.000146	7.9402	0.082458	0.080658	1.333570	1.334890	2.492438	2.502889	0.111169	0.002179	2312695	1179664	403843	10627	393216	399931	6715	393216	103223	19617	83606	0.00001186	0.000051	0.00004241	0.000196	0.000022	0.000021	0.000008	0.000034	0.010838	0.014762	0.118865	0.115423	
0.410928	0.004285	0.004163	0.068999	0.069039	0.128982	0.129579	0.005752	0.000129	7.9423	0.082822	0.080454	1.333590	1.334370	2.492945	2.504479	0.111171	0.002496	2419797	1179680	403989	10773	393216	399897	6681	393216	87845	19790	68055	0.00001197	0.000041	0.00004303	0.000196	0.000022	0.000021	0.000008	0.000028	0.008420	0.011648	0.091954	0.089123	
