Power Total_NG CPU_NG PIM_NG CPU_reads PIM_reads CPU_writes PIM_writes Acts/Pres L2_accesses readsFrmP writesToP
7.7291	1.4819	0.263812	0.262045	10792	393216	6928	393216	422465	22771	2164510	1179657	
7.7312	0.7495	0.133343	0.132312	10543	393216	6667	393216	421720	24644	2198624	1179670	
7.7368	0.5248	0.093392	0.092603	10629	393216	6748	393216	421989	32578	2364806	1179667	
7.7402	0.4146	0.073792	0.073093	10760	393216	6697	393216	421813	35909	2549490	1179677	
